run_id,variant,model,prompt_strategy,tier,tier_order,database,question,gold_sql,generated_sql,outcome,correct,executed,silent_failure,error_type,confidence,confidence_bucket,gold_rows,returned_rows,tokens,cost_usd,latency_ms
401,V1,Llama 3.1 8B,zero-shot,simple,1,allergy_1,What are the student ids for students over 20 years old?,SELECT StuID FROM Student WHERE age > 20,SELECT StuID FROM Student WHERE Age > 20,Correct,1,1,0,none,1.0,0.9 to 1.0,7,7,299,0.000016,3410
402,V1,Llama 3.1 8B,zero-shot,simple,1,allergy_1,How many students are age 18?,SELECT count(*) FROM Student WHERE age = 18,SELECT COUNT(*) FROM Student WHERE Age = 18,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,293,0.000015,184
403,V1,Llama 3.1 8B,zero-shot,simple,1,allergy_1,Show all student IDs who have at least two allergies.,SELECT StuID FROM Has_allergy GROUP BY StuID HAVING count(*) >= 2,SELECT StuID FROM Has_Allergy GROUP BY StuID HAVING COUNT(Allergy) >= 2,Correct,1,1,0,none,1.0,0.9 to 1.0,12,12,310,0.000017,3222
404,V2,Llama 3.1 8B,few-shot,simple,1,allergy_1,What are the student ids for students over 20 years old?,SELECT StuID FROM Student WHERE age > 20,SELECT StuID FROM Student WHERE Age > 20,Correct,1,1,0,none,0.95,0.9 to 1.0,7,7,929,0.000047,9560
405,V2,Llama 3.1 8B,few-shot,simple,1,allergy_1,How many students are age 18?,SELECT count(*) FROM Student WHERE age = 18,SELECT COUNT(*) FROM Student WHERE Age = 18,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,923,0.000047,9877
406,V2,Llama 3.1 8B,few-shot,simple,1,allergy_1,Show all student IDs who have at least two allergies.,SELECT StuID FROM Has_allergy GROUP BY StuID HAVING count(*) >= 2,SELECT DISTINCT T1.StuID FROM Student AS T1 JOIN Has_Allergy AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(T2.Allergy) >= 2,Correct,1,1,0,none,0.95,0.9 to 1.0,12,12,965,0.000050,9674
407,V3,Llama 3.1 70B,zero-shot,simple,1,allergy_1,What are the student ids for students over 20 years old?,SELECT StuID FROM Student WHERE age > 20,SELECT StuID FROM Student WHERE Age > 20,Correct,1,1,0,none,1.0,0.9 to 1.0,7,7,299,0.000182,1501
408,V3,Llama 3.1 70B,zero-shot,simple,1,allergy_1,How many students are age 18?,SELECT count(*) FROM Student WHERE age = 18,SELECT COUNT(StuID) FROM Student WHERE Age = 18,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,297,0.000181,311
409,V3,Llama 3.1 70B,zero-shot,simple,1,allergy_1,Show all student IDs who have at least two allergies.,SELECT StuID FROM Has_allergy GROUP BY StuID HAVING count(*) >= 2,SELECT StuID FROM Has_Allergy GROUP BY StuID HAVING COUNT(Allergy) >= 2,Correct,1,1,0,none,1.0,0.9 to 1.0,12,12,310,0.000191,613
410,V4,Llama 3.1 70B,few-shot,simple,1,allergy_1,Show all student IDs who have at least two allergies.,SELECT StuID FROM Has_allergy GROUP BY StuID HAVING count(*) >= 2,SELECT StuID FROM Has_Allergy GROUP BY StuID HAVING COUNT(Allergy) >= 2,Correct,1,1,0,none,0.95,0.9 to 1.0,12,12,939,0.000562,24644
411,V4,Llama 3.1 70B,few-shot,simple,1,allergy_1,What are the student ids for students over 20 years old?,SELECT StuID FROM Student WHERE age > 20,SELECT StuID FROM Student WHERE Age > 20,Correct,1,1,0,none,1.0,0.9 to 1.0,7,7,929,0.000553,7584
412,V4,Llama 3.1 70B,few-shot,simple,1,allergy_1,How many students are age 18?,SELECT count(*) FROM Student WHERE age = 18,SELECT COUNT(StuID) FROM Student WHERE Age = 18,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,927,0.000553,4496
413,V1,Llama 3.1 8B,zero-shot,simple,1,apartment_rentals,Count the total number of apartment bookings.,SELECT count(*) FROM Apartment_Bookings,SELECT COUNT(apt_booking_id) AS total_bookings FROM Apartment_Bookings,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,540,0.000028,5210
414,V2,Llama 3.1 8B,few-shot,simple,1,apartment_rentals,Count the total number of apartment bookings.,SELECT count(*) FROM Apartment_Bookings,SELECT COUNT(apt_booking_id) FROM Apartment_Bookings,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1167,0.000059,11632
415,V3,Llama 3.1 70B,zero-shot,simple,1,apartment_rentals,Count the total number of apartment bookings.,SELECT count(*) FROM Apartment_Bookings,SELECT COUNT(apt_booking_id) FROM Apartment_Bookings,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,536,0.000322,3380
416,V4,Llama 3.1 70B,few-shot,simple,1,apartment_rentals,Count the total number of apartment bookings.,SELECT count(*) FROM Apartment_Bookings,SELECT COUNT(apt_booking_id) FROM Apartment_Bookings,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1167,0.000694,5411
417,V1,Llama 3.1 8B,zero-shot,simple,1,behavior_monitoring,"What is the incident type description for the incident type with code ""VIOLENCE""?","SELECT incident_type_description FROM Ref_Incident_Type WHERE incident_type_code = ""VIOLENCE""",SELECT incident_type_description FROM Ref_Incident_Type WHERE incident_type_code = 'VIOLENCE',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1072,0.000055,11442
418,V2,Llama 3.1 8B,few-shot,simple,1,behavior_monitoring,"What is the incident type description for the incident type with code ""VIOLENCE""?","SELECT incident_type_description FROM Ref_Incident_Type WHERE incident_type_code = ""VIOLENCE""",SELECT incident_type_description FROM Ref_Incident_Type WHERE incident_type_code = 'VIOLENCE',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1702,0.000086,17525
419,V3,Llama 3.1 70B,zero-shot,simple,1,behavior_monitoring,"What is the incident type description for the incident type with code ""VIOLENCE""?","SELECT incident_type_description FROM Ref_Incident_Type WHERE incident_type_code = ""VIOLENCE""",SELECT incident_type_description FROM Ref_Incident_Type WHERE incident_type_code = 'VIOLENCE',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1072,0.000640,5544
420,V4,Llama 3.1 70B,few-shot,simple,1,behavior_monitoring,"What is the incident type description for the incident type with code ""VIOLENCE""?","SELECT incident_type_description FROM Ref_Incident_Type WHERE incident_type_code = ""VIOLENCE""",SELECT incident_type_description FROM Ref_Incident_Type WHERE incident_type_code = 'VIOLENCE',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1702,0.001011,7499
421,V1,Llama 3.1 8B,zero-shot,simple,1,car_1,how many cars were produced in 1980?,SELECT count(*) FROM CARS_DATA WHERE YEAR = 1980;,SELECT COUNT(*) FROM cars_data WHERE Year = 1980,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,458,0.000024,461
422,V2,Llama 3.1 8B,few-shot,simple,1,car_1,how many cars were produced in 1980?,SELECT count(*) FROM CARS_DATA WHERE YEAR = 1980;,SELECT COUNT(*) FROM cars_data WHERE YEAR = 1980,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1088,0.000055,10378
423,V3,Llama 3.1 70B,zero-shot,simple,1,car_1,how many cars were produced in 1980?,SELECT count(*) FROM CARS_DATA WHERE YEAR = 1980;,SELECT COUNT(*) FROM cars_data WHERE Year = 1980,Correct,1,1,0,none,0.8,0.7 to 0.9,1,1,458,0.000276,434
424,V4,Llama 3.1 70B,few-shot,simple,1,car_1,how many cars were produced in 1980?,SELECT count(*) FROM CARS_DATA WHERE YEAR = 1980;,SELECT COUNT(*) FROM cars_data WHERE Year = 1980,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1088,0.000647,5467
425,V1,Llama 3.1 8B,zero-shot,simple,1,climbing,Return the countries of the mountains that have a height larger than 5000.,SELECT Country FROM mountain WHERE Height > 5000,SELECT T2.Country FROM mountain AS T1 JOIN climber AS T2 ON T1.Mountain_ID = T2.Mountain_ID WHERE T1.Height > 5000,Silent failure,0,1,1,wrong_join,1.0,0.9 to 1.0,4,6,300,0.000017,3427
426,V2,Llama 3.1 8B,few-shot,simple,1,climbing,Return the countries of the mountains that have a height larger than 5000.,SELECT Country FROM mountain WHERE Height > 5000,SELECT T2.Country FROM mountain AS T1 JOIN climber AS T2 ON T1.Mountain_ID = T2.Mountain_ID WHERE T1.Height > 5000,Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,4,6,929,0.000048,9490
427,V3,Llama 3.1 70B,zero-shot,simple,1,climbing,Return the countries of the mountains that have a height larger than 5000.,SELECT Country FROM mountain WHERE Height > 5000,SELECT Country FROM mountain WHERE Height > 5000,Correct,1,1,0,none,1.0,0.9 to 1.0,4,4,274,0.000167,1599
428,V4,Llama 3.1 70B,few-shot,simple,1,climbing,Return the countries of the mountains that have a height larger than 5000.,SELECT Country FROM mountain WHERE Height > 5000,SELECT Country FROM mountain WHERE Height > 5000,Correct,1,1,0,none,1.0,0.9 to 1.0,4,4,904,0.000538,199
429,V1,Llama 3.1 8B,zero-shot,simple,1,club_1,"Where is the club ""Hopkins Student Enterprises"" located?","SELECT clublocation FROM club WHERE clubname = ""Hopkins Student Enterprises""",SELECT ClubLocation FROM Club WHERE ClubName = 'Hopkins Student Enterprises',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,313,0.000017,125
430,V2,Llama 3.1 8B,few-shot,simple,1,club_1,"Where is the club ""Hopkins Student Enterprises"" located?","SELECT clublocation FROM club WHERE clubname = ""Hopkins Student Enterprises""",SELECT ClubLocation FROM Club WHERE ClubName = 'Hopkins Student Enterprises',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,945,0.000048,9317
431,V3,Llama 3.1 70B,zero-shot,simple,1,club_1,"Where is the club ""Hopkins Student Enterprises"" located?","SELECT clublocation FROM club WHERE clubname = ""Hopkins Student Enterprises""",SELECT ClubLocation FROM Club WHERE ClubName = 'Hopkins Student Enterprises',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,315,0.000192,184
432,V4,Llama 3.1 70B,few-shot,simple,1,club_1,"Where is the club ""Hopkins Student Enterprises"" located?","SELECT clublocation FROM club WHERE clubname = ""Hopkins Student Enterprises""",SELECT ClubLocation FROM Club WHERE ClubName = 'Hopkins Student Enterprises',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,945,0.000563,3675
433,V1,Llama 3.1 8B,zero-shot,simple,1,college_2,How many rooms does the Lamberton building have?,SELECT count(*) FROM classroom WHERE building = 'Lamberton',SELECT COUNT(*) FROM classroom WHERE building = 'Lamberton',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1165,0.000059,473
434,V2,Llama 3.1 8B,few-shot,simple,1,college_2,How many rooms does the Lamberton building have?,SELECT count(*) FROM classroom WHERE building = 'Lamberton',SELECT count(*) FROM classroom WHERE building = 'Lamberton',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1795,0.000091,18640
435,V3,Llama 3.1 70B,zero-shot,simple,1,college_2,How many rooms does the Lamberton building have?,SELECT count(*) FROM classroom WHERE building = 'Lamberton',SELECT COUNT(room_number) FROM classroom WHERE building = 'Lamberton',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1167,0.000695,240
436,V4,Llama 3.1 70B,few-shot,simple,1,college_2,How many rooms does the Lamberton building have?,SELECT count(*) FROM classroom WHERE building = 'Lamberton',SELECT COUNT(room_number) FROM classroom WHERE building = 'Lamberton',Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1797,0.001066,9668
437,V1,Llama 3.1 8B,zero-shot,simple,1,company_office,How many different industries are the companies in?,SELECT count(DISTINCT Industry) FROM Companies,SELECT COUNT(DISTINCT Industry) FROM Companies,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,319,0.000017,454
438,V2,Llama 3.1 8B,few-shot,simple,1,company_office,How many different industries are the companies in?,SELECT count(DISTINCT Industry) FROM Companies,SELECT COUNT(DISTINCT Industry) FROM Companies,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,951,0.000048,8452
439,V3,Llama 3.1 70B,zero-shot,simple,1,company_office,How many different industries are the companies in?,SELECT count(DISTINCT Industry) FROM Companies,SELECT COUNT(DISTINCT Industry) FROM Companies,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,320,0.000194,486
440,V4,Llama 3.1 70B,few-shot,simple,1,company_office,How many different industries are the companies in?,SELECT count(DISTINCT Industry) FROM Companies,SELECT COUNT(DISTINCT Industry) FROM Companies,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,951,0.000566,3898
441,V1,Llama 3.1 8B,zero-shot,simple,1,cre_Doc_Template_Mgt,How many templates have template type code CV?,"SELECT count(*) FROM Templates WHERE template_type_code = ""CV""",SELECT COUNT(Template_ID) FROM Templates WHERE Template_Type_Code = 'CV',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,369,0.000019,3216
442,V2,Llama 3.1 8B,few-shot,simple,1,cre_Doc_Template_Mgt,How many templates have template type code CV?,"SELECT count(*) FROM Templates WHERE template_type_code = ""CV""",SELECT COUNT(T1.Template_ID) FROM Templates AS T1 JOIN Ref_Template_Types AS T2 ON T1.Template_Type_Code = T2.Template_Type_Code WHERE T2.Template_Type_Code = 'CV',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1025,0.000053,10493
443,V3,Llama 3.1 70B,zero-shot,simple,1,cre_Doc_Template_Mgt,How many templates have template type code CV?,"SELECT count(*) FROM Templates WHERE template_type_code = ""CV""",SELECT COUNT(Template_ID) FROM Templates WHERE Template_Type_Code = 'CV',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,369,0.000224,1699
444,V4,Llama 3.1 70B,few-shot,simple,1,cre_Doc_Template_Mgt,How many templates have template type code CV?,"SELECT count(*) FROM Templates WHERE template_type_code = ""CV""",SELECT COUNT(Template_ID) FROM Templates WHERE Template_Type_Code = 'CV',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,999,0.000595,384
445,V1,Llama 3.1 8B,zero-shot,simple,1,culture_company,Count the number of book clubs.,SELECT count(*) FROM book_club,SELECT COUNT(*) FROM book_club,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,348,0.000018,3160
446,V2,Llama 3.1 8B,few-shot,simple,1,culture_company,Count the number of book clubs.,SELECT count(*) FROM book_club,SELECT COUNT(*) FROM book_club,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,980,0.000050,9547
447,V3,Llama 3.1 70B,zero-shot,simple,1,culture_company,Count the number of book clubs.,SELECT count(*) FROM book_club,SELECT COUNT(book_club_id) FROM book_club,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,352,0.000213,2316
448,V4,Llama 3.1 70B,few-shot,simple,1,culture_company,Count the number of book clubs.,SELECT count(*) FROM book_club,SELECT COUNT(*) FROM book_club,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,980,0.000583,5450
449,V1,Llama 3.1 8B,zero-shot,simple,1,device,What is the average quantity of stocks?,SELECT avg(Quantity) FROM stock,SELECT AVG(Quantity) FROM stock,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,301,0.000016,192
450,V2,Llama 3.1 8B,few-shot,simple,1,device,What is the average quantity of stocks?,SELECT avg(Quantity) FROM stock,SELECT AVG(Quantity) FROM stock,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,933,0.000047,14281
451,V3,Llama 3.1 70B,zero-shot,simple,1,device,What is the average quantity of stocks?,SELECT avg(Quantity) FROM stock,SELECT AVG(Quantity) FROM stock,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,301,0.000182,257
452,V4,Llama 3.1 70B,few-shot,simple,1,device,What is the average quantity of stocks?,SELECT avg(Quantity) FROM stock,SELECT AVG(Quantity) FROM stock,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,933,0.000555,4386
453,V1,Llama 3.1 8B,zero-shot,simple,1,dorm_1,Find the number of distinct amenities.,SELECT count(*) FROM dorm_amenity,SELECT COUNT(DISTINCT amenid) FROM Has_amenity,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,386,0.000020,4218
454,V2,Llama 3.1 8B,few-shot,simple,1,dorm_1,Find the number of distinct amenities.,SELECT count(*) FROM dorm_amenity,SELECT COUNT(DISTINCT amenid) FROM Has_amenity,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1018,0.000052,9667
455,V3,Llama 3.1 70B,zero-shot,simple,1,dorm_1,Find the number of distinct amenities.,SELECT count(*) FROM dorm_amenity,SELECT COUNT(DISTINCT amenid) FROM Dorm_amenity,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,387,0.000234,630
456,V4,Llama 3.1 70B,few-shot,simple,1,dorm_1,Find the number of distinct amenities.,SELECT count(*) FROM dorm_amenity,SELECT COUNT(DISTINCT amenity_name) FROM Dorm_amenity,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1019,0.000607,4526
457,V1,Llama 3.1 8B,zero-shot,simple,1,employee_hire_evaluation,Count the number of distinct store locations.,SELECT count(DISTINCT LOCATION) FROM shop,SELECT COUNT(DISTINCT Location) FROM shop,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,349,0.000018,151
458,V2,Llama 3.1 8B,few-shot,simple,1,employee_hire_evaluation,Count the number of distinct store locations.,SELECT count(DISTINCT LOCATION) FROM shop,SELECT COUNT(DISTINCT location) FROM shop,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,981,0.000050,9247
459,V3,Llama 3.1 70B,zero-shot,simple,1,employee_hire_evaluation,Count the number of distinct store locations.,SELECT count(DISTINCT LOCATION) FROM shop,SELECT COUNT(DISTINCT Location) FROM shop,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,349,0.000211,221
460,V4,Llama 3.1 70B,few-shot,simple,1,employee_hire_evaluation,Count the number of distinct store locations.,SELECT count(DISTINCT LOCATION) FROM shop,SELECT COUNT(DISTINCT Location) FROM shop,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,981,0.000584,5732
461,V1,Llama 3.1 8B,zero-shot,simple,1,entertainment_awards,What are the names of festivals held in year 2007?,SELECT Festival_Name FROM festival_detail WHERE YEAR = 2007,SELECT Festival_Name FROM festival_detail WHERE Year = 2007,Correct,1,1,0,none,1.0,0.9 to 1.0,2,2,311,0.000016,3236
462,V1,Llama 3.1 8B,zero-shot,simple,1,entertainment_awards,List the year in which there are more than one festivals.,SELECT YEAR FROM festival_detail GROUP BY YEAR HAVING COUNT(*) > 1,SELECT Year FROM festival_detail GROUP BY Year HAVING COUNT(Festival_ID) > 1,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,319,0.000017,3197
463,V2,Llama 3.1 8B,few-shot,simple,1,entertainment_awards,List the year in which there are more than one festivals.,SELECT YEAR FROM festival_detail GROUP BY YEAR HAVING COUNT(*) > 1,SELECT Year FROM festival_detail GROUP BY Year HAVING COUNT(Festival_ID) > 1,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,948,0.000048,9963
464,V2,Llama 3.1 8B,few-shot,simple,1,entertainment_awards,What are the names of festivals held in year 2007?,SELECT Festival_Name FROM festival_detail WHERE YEAR = 2007,SELECT Festival_Name FROM festival_detail WHERE Year = 2007,Correct,1,1,0,none,0.95,0.9 to 1.0,2,2,943,0.000048,9469
465,V3,Llama 3.1 70B,zero-shot,simple,1,entertainment_awards,List the year in which there are more than one festivals.,SELECT YEAR FROM festival_detail GROUP BY YEAR HAVING COUNT(*) > 1,SELECT Year FROM festival_detail GROUP BY Year HAVING COUNT(Festival_ID) > 1,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,319,0.000195,422
466,V3,Llama 3.1 70B,zero-shot,simple,1,entertainment_awards,What are the names of festivals held in year 2007?,SELECT Festival_Name FROM festival_detail WHERE YEAR = 2007,SELECT Festival_Name FROM festival_detail WHERE Year = 2007,Correct,1,1,0,none,1.0,0.9 to 1.0,2,2,311,0.000189,366
467,V4,Llama 3.1 70B,few-shot,simple,1,entertainment_awards,List the year in which there are more than one festivals.,SELECT YEAR FROM festival_detail GROUP BY YEAR HAVING COUNT(*) > 1,SELECT Year FROM festival_detail GROUP BY Year HAVING COUNT(Festival_ID) > 1,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,948,0.000566,4774
468,V4,Llama 3.1 70B,few-shot,simple,1,entertainment_awards,What are the names of festivals held in year 2007?,SELECT Festival_Name FROM festival_detail WHERE YEAR = 2007,SELECT Festival_Name FROM festival_detail WHERE Year = 2007,Correct,1,1,0,none,1.0,0.9 to 1.0,2,2,943,0.000562,7319
469,V1,Llama 3.1 8B,zero-shot,simple,1,flight_1,Show flight number for all flights with more than 2000 distance.,SELECT flno FROM Flight WHERE distance > 2000,SELECT flno FROM flight WHERE distance > 2000,Correct,1,1,0,none,1.0,0.9 to 1.0,6,6,350,0.000018,3255
470,V2,Llama 3.1 8B,few-shot,simple,1,flight_1,Show flight number for all flights with more than 2000 distance.,SELECT flno FROM Flight WHERE distance > 2000,SELECT flno FROM flight WHERE distance > 2000,Correct,1,1,0,none,0.95,0.9 to 1.0,6,6,980,0.000050,9503
471,V3,Llama 3.1 70B,zero-shot,simple,1,flight_1,Show flight number for all flights with more than 2000 distance.,SELECT flno FROM Flight WHERE distance > 2000,SELECT flno FROM flight WHERE distance > 2000,Correct,1,1,0,none,1.0,0.9 to 1.0,6,6,350,0.000212,350
472,V4,Llama 3.1 70B,few-shot,simple,1,flight_1,Show flight number for all flights with more than 2000 distance.,SELECT flno FROM Flight WHERE distance > 2000,SELECT flno FROM flight WHERE distance > 2000,Correct,1,1,0,none,1.0,0.9 to 1.0,6,6,980,0.000583,4446
473,V1,Llama 3.1 8B,zero-shot,simple,1,game_1,How many video games have type Massively multiplayer online game?,"SELECT count(*) FROM Video_games WHERE gtype = ""Massively multiplayer online game""",SELECT COUNT(GameID) FROM Video_Games WHERE GType = 'Massively multiplayer online game',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,366,0.000019,3290
474,V1,Llama 3.1 8B,zero-shot,simple,1,game_1,What are the different types of video games?,SELECT DISTINCT gtype FROM Video_games,SELECT DISTINCT GType FROM Video_Games,Correct,1,1,0,none,1.0,0.9 to 1.0,6,6,350,0.000018,3185
475,V2,Llama 3.1 8B,few-shot,simple,1,game_1,How many video games have type Massively multiplayer online game?,"SELECT count(*) FROM Video_games WHERE gtype = ""Massively multiplayer online game""",SELECT COUNT(*) FROM Video_Games WHERE GType = 'Massively multiplayer online game',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,994,0.000051,4395
476,V2,Llama 3.1 8B,few-shot,simple,1,game_1,What are the different types of video games?,SELECT DISTINCT gtype FROM Video_games,SELECT DISTINCT GType FROM Video_Games,Correct,1,1,0,none,0.95,0.9 to 1.0,6,6,982,0.000050,9245
477,V3,Llama 3.1 70B,zero-shot,simple,1,game_1,What are the different types of video games?,SELECT DISTINCT gtype FROM Video_games,SELECT DISTINCT GType FROM Video_Games,Correct,1,1,0,none,1.0,0.9 to 1.0,6,6,350,0.000211,1543
478,V3,Llama 3.1 70B,zero-shot,simple,1,game_1,How many video games have type Massively multiplayer online game?,"SELECT count(*) FROM Video_games WHERE gtype = ""Massively multiplayer online game""",SELECT COUNT(GameID) FROM Video_Games WHERE GType = 'Massively multiplayer online game',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,366,0.000223,2714
479,V4,Llama 3.1 70B,few-shot,simple,1,game_1,How many video games have type Massively multiplayer online game?,"SELECT count(*) FROM Video_games WHERE gtype = ""Massively multiplayer online game""",SELECT COUNT(GameID) FROM Video_Games WHERE GType = 'Massively multiplayer online game',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,996,0.000594,5630
480,V4,Llama 3.1 70B,few-shot,simple,1,game_1,What are the different types of video games?,SELECT DISTINCT gtype FROM Video_games,SELECT DISTINCT GType FROM Video_Games,Correct,1,1,0,none,1.0,0.9 to 1.0,6,6,982,0.000584,4353
481,V1,Llama 3.1 8B,zero-shot,simple,1,gymnast,"Return the names of people, ordered alphabetically.",SELECT Name FROM People ORDER BY Name ASC,SELECT Name FROM people ORDER BY Name ASC,Correct,1,1,0,none,1.0,0.9 to 1.0,10,10,292,0.000015,3215
482,V1,Llama 3.1 8B,zero-shot,simple,1,gymnast,How many distinct hometowns did these people have?,SELECT count(DISTINCT Hometown) FROM people,SELECT COUNT(DISTINCT Hometown) FROM people,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,294,0.000015,2181
483,V2,Llama 3.1 8B,few-shot,simple,1,gymnast,How many distinct hometowns did these people have?,SELECT count(DISTINCT Hometown) FROM people,SELECT COUNT(DISTINCT Hometown) FROM people,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,926,0.000047,9530
484,V2,Llama 3.1 8B,few-shot,simple,1,gymnast,"Return the names of people, ordered alphabetically.",SELECT Name FROM People ORDER BY Name ASC,SELECT name FROM people ORDER BY name ASC,Correct,1,1,0,none,0.95,0.9 to 1.0,10,10,924,0.000047,13534
485,V3,Llama 3.1 70B,zero-shot,simple,1,gymnast,How many distinct hometowns did these people have?,SELECT count(DISTINCT Hometown) FROM people,SELECT COUNT(DISTINCT Hometown) FROM people,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,294,0.000178,287
486,V3,Llama 3.1 70B,zero-shot,simple,1,gymnast,"Return the names of people, ordered alphabetically.",SELECT Name FROM People ORDER BY Name ASC,SELECT Name FROM people ORDER BY Name ASC,Correct,1,1,0,none,1.0,0.9 to 1.0,10,10,292,0.000177,385
487,V4,Llama 3.1 70B,few-shot,simple,1,gymnast,How many distinct hometowns did these people have?,SELECT count(DISTINCT Hometown) FROM people,SELECT COUNT(DISTINCT Hometown) FROM people,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,926,0.000551,4550
488,V4,Llama 3.1 70B,few-shot,simple,1,gymnast,"Return the names of people, ordered alphabetically.",SELECT Name FROM People ORDER BY Name ASC,SELECT Name FROM people ORDER BY Name ASC,Correct,1,1,0,none,1.0,0.9 to 1.0,10,10,924,0.000550,4485
489,V1,Llama 3.1 8B,zero-shot,simple,1,hr_1,What are the department ids for which more than 10 employees had a commission?,SELECT department_id FROM employees GROUP BY department_id HAVING COUNT(commission_pct) > 10,SELECT T1.DEPARTMENT_ID FROM departments AS T1 JOIN employees AS T2 ON T1.DEPARTMENT_ID = T2.DEPARTMENT_ID WHERE T2.COMMISSION_PCT IS NOT NULL GROUP BY T1.DEPARTMENT_ID HAVING COUNT(T2.EMPLOYEE_ID) > 10,Correct,1,1,0,none,1.0,0.9 to 1.0,2,2,898,0.000047,8388
490,V1,Llama 3.1 8B,zero-shot,simple,1,hr_1,Which job titles correspond to jobs with salaries over 9000?,SELECT job_title FROM jobs WHERE min_salary > 9000,SELECT DISTINCT T1.JOB_TITLE FROM jobs AS T1 JOIN employees AS T2 ON T1.JOB_ID = T2.JOB_ID WHERE T2.SALARY > 9000,Silent failure,0,1,1,wrong_join,1.0,0.9 to 1.0,3,9,866,0.000045,294
491,V2,Llama 3.1 8B,few-shot,simple,1,hr_1,What are the department ids for which more than 10 employees had a commission?,SELECT department_id FROM employees GROUP BY department_id HAVING COUNT(commission_pct) > 10,SELECT department_id FROM employees GROUP BY department_id HAVING SUM(commission_pct) > 10,Silent failure,0,1,1,wrong_aggregation,0.9,0.9 to 1.0,2,0,1478,0.000075,14687
492,V2,Llama 3.1 8B,few-shot,simple,1,hr_1,Which job titles correspond to jobs with salaries over 9000?,SELECT job_title FROM jobs WHERE min_salary > 9000,SELECT T1.job_title FROM jobs AS T1 JOIN employees AS T2 ON T1.job_id = T2.job_id WHERE T2.salary > 9000,Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,3,23,1489,0.000076,19379
